,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_DT__max_depth,param_DT__min_samples_split,param_features__pca__n_components,param_features__univ_select__k,param_features__univ_select__score_func,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
188,0.00333333,0.002333323,0.8,1,20,2,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",233,0.755102041,1,0.791666667,1,0.854166667,1,0.000471539,0.000471427,0.040932423,0
192,0.00333333,0.001666546,0.8,1,20,2,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",233,0.714285714,1,0.791666667,1,0.895833333,1,0.00047137,0.00047137,0.074471317,0
203,0.055333296,0.001999935,0.8,0.982710481,20,4,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",233,0.734693878,0.96875,0.8125,0.989690722,0.854166667,0.989690722,0.003091273,1.12E-07,0.049640982,0.009871551
209,0.057999929,0.002000014,0.8,0.979274055,20,4,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",233,0.734693878,0.96875,0.8125,0.989690722,0.854166667,0.979381443,0.001632972,1.12E-07,0.049640982,0.008549351
228,0.003000021,0.002000093,0.8,0.965564147,20,6,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",233,0.734693878,0.979166667,0.833333333,0.969072165,0.833333333,0.948453608,0,0,0.046656947,0.012781566
231,0.052000046,0.001999935,0.8,0.975945017,20,6,3,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",233,0.775510204,1,0.8125,0.979381443,0.8125,0.948453608,0.000816437,1.12E-07,0.017496355,0.021183553
235,0.052333355,0.002000093,0.8,0.948274628,20,8,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",233,0.775510204,0.947916667,0.833333333,0.958762887,0.791666667,0.93814433,0.001247129,0,0.02436142,0.008421295
238,0.00333333,0.001999935,0.8,0.948274628,20,8,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",233,0.795918367,0.947916667,0.8125,0.958762887,0.791666667,0.93814433,0.00047137,1.12E-07,0.008963397,0.008421295
241,0.051666737,0.001999855,0.8,0.944873998,20,8,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",233,0.755102041,0.958333333,0.833333333,0.93814433,0.8125,0.93814433,0.001247129,0,0.033177562,0.009517187
242,0.003000021,0.002000014,0.8,0.955219072,20,8,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",233,0.795918367,0.96875,0.8125,0.958762887,0.791666667,0.93814433,0,1.12E-07,0.008963397,0.012743514
248,0.004666805,0.002333244,0.8,0.958691294,20,8,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",233,0.775510204,0.979166667,0.8125,0.958762887,0.8125,0.93814433,0.00047137,0.000471483,0.017496355,0.016747375
257,0.066333214,0.002333403,0.8,0.934457331,20,10,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",233,0.734693878,0.927083333,0.833333333,0.93814433,0.833333333,0.93814433,0.006847611,0.00047137,0.046656947,0.005214204
259,0.065666596,0.002333403,0.8,0.944873998,20,10,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",233,0.755102041,0.958333333,0.833333333,0.93814433,0.8125,0.93814433,0.008653803,0.00047137,0.033177562,0.009517187
274,0.003666719,0.001999935,0.8,1,40,2,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",233,0.734693878,1,0.833333333,1,0.833333333,1,0.000471595,1.12E-07,0.046656947,0
278,0.004666646,0.003000021,0.8,1,40,2,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",233,0.755102041,1,0.791666667,1,0.854166667,1,0.000471427,0,0.040932423,0
282,0.00333333,0.002333323,0.8,1,40,2,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",233,0.714285714,1,0.791666667,1,0.895833333,1,0.00047137,0.000471427,0.074471317,0
299,0.071666638,0.003000021,0.8,0.979274055,40,4,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",233,0.734693878,0.96875,0.8125,0.989690722,0.854166667,0.979381443,0.005557856,0,0.049640982,0.008549351
318,0.004333258,0.003000021,0.8,0.965564147,40,6,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",233,0.734693878,0.979166667,0.833333333,0.969072165,0.833333333,0.948453608,0.00047137,0,0.046656947,0.012781566
328,0.00333333,0.002333323,0.8,0.948274628,40,8,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",233,0.795918367,0.947916667,0.8125,0.958762887,0.791666667,0.93814433,0.000471539,0.000471427,0.008963397,0.008421295
329,0.077000062,0.002666632,0.8,0.955219072,40,8,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",233,0.734693878,0.96875,0.833333333,0.958762887,0.833333333,0.93814433,0.000816437,0.000471314,0.046656947,0.012743514
332,0.004000028,0.002333244,0.8,0.955219072,40,8,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",233,0.795918367,0.96875,0.8125,0.958762887,0.791666667,0.93814433,1.12E-07,0.000471483,0.008963397,0.012743514
338,0.004666726,0.003333251,0.8,0.958691294,40,8,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",233,0.775510204,0.979166667,0.8125,0.958762887,0.8125,0.93814433,0.000471314,0.000471427,0.017496355,0.016747375
357,0.080000003,0.003000021,0.8,0.937929553,40,10,3,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",233,0.755102041,0.9375,0.833333333,0.93814433,0.8125,0.93814433,0.002160201,0,0.033177562,0.00030374
1,0.051666657,0.002333323,0.793103448,0.986218499,5,2,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",278,0.755102041,0.989583333,0.8125,0.989690722,0.8125,0.979381443,0.001247235,0.000471427,0.027149517,0.004834728
5,0.053333362,0.002000093,0.793103448,0.989654926,5,2,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.989583333,0.791666667,0.989690722,0.854166667,0.989690722,0.002054759,0,0.048866441,5.06E-05
6,0.002999942,0.002333323,0.793103448,0.993127148,5,2,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",278,0.714285714,1,0.791666667,0.989690722,0.875,0.989690722,1.12E-07,0.000471258,0.065728637,0.00485984
25,0.051999966,0.001999935,0.793103448,0.982782073,5,4,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",278,0.755102041,0.989583333,0.8125,0.989690722,0.8125,0.969072165,0.000816535,1.12E-07,0.027149517,0.009694468
55,0.053333282,0.001666705,0.793103448,0.95174685,5,8,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",278,0.755102041,0.958333333,0.833333333,0.958762887,0.791666667,0.93814433,0.00262463,0.000471483,0.032007071,0.009620033
65,0.050999959,0.001666705,0.793103448,0.94834622,5,8,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.96875,0.833333333,0.93814433,0.8125,0.93814433,1.12E-07,0.000471483,0.042581878,0.014427651
79,0.052666744,0.002000014,0.793103448,0.944873998,5,10,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",278,0.755102041,0.958333333,0.833333333,0.93814433,0.791666667,0.93814433,0.001699659,1.12E-07,0.032007071,0.009517187
83,0.052666585,0.002000014,0.793103448,0.934457331,5,10,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.927083333,0.833333333,0.93814433,0.8125,0.93814433,0.001699768,1.12E-07,0.042581878,0.005214204
86,0.003666639,0.002000093,0.793103448,0.941365979,5,10,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",278,0.775510204,0.9375,0.791666667,0.948453608,0.8125,0.93814433,0.00047137,0,0.01515996,0.005018609
91,0.050999959,0.002000014,0.793103448,1,10,2,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",278,0.734693878,1,0.8125,1,0.833333333,1,1.12E-07,1.12E-07,0.042581878,0
92,0.002666712,0.003666639,0.793103448,1,10,2,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",278,0.714285714,1,0.854166667,1,0.8125,1,0.00047137,0.00235702,0.058806332,0
97,0.051999966,0.001999935,0.793103448,1,10,2,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",278,0.734693878,1,0.833333333,1,0.8125,1,0.000816535,1.12E-07,0.042581878,0
100,0.003000021,0.001999935,0.793103448,1,10,2,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",278,0.734693878,1,0.8125,1,0.833333333,1,0,1.12E-07,0.042581878,0
124,0.003666639,0.001666546,0.793103448,0.975837629,10,4,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",278,0.714285714,0.96875,0.8125,0.979381443,0.854166667,0.979381443,0.00047137,0.00047137,0.058806332,0.00501171
137,0.051333348,0.001999935,0.793103448,0.965528351,10,6,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.96875,0.8125,0.979381443,0.833333333,0.948453608,0.000471427,1.12E-07,0.042581878,0.012830095
155,0.051000039,0.001999935,0.793103448,0.94834622,10,8,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.96875,0.833333333,0.93814433,0.8125,0.93814433,0.000816535,1.12E-07,0.042581878,0.014427651
173,0.052333355,0.002000093,0.793103448,0.934457331,10,10,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.927083333,0.833333333,0.93814433,0.8125,0.93814433,0.002054849,0,0.042581878,0.005214204
176,0.003666639,0.002000093,0.793103448,0.951782646,10,10,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",278,0.775510204,0.96875,0.791666667,0.948453608,0.8125,0.93814433,0.00047137,0,0.01515996,0.012714523
181,0.051333189,0.002000093,0.793103448,1,20,2,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",278,0.734693878,1,0.8125,1,0.833333333,1,0.00047137,0,0.042581878,0
182,0.002666632,0.002000093,0.793103448,1,20,2,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",278,0.714285714,1,0.854166667,1,0.8125,1,0.000471483,0,0.058806332,0
190,0.003666639,0.001333475,0.793103448,1,20,2,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",278,0.734693878,1,0.8125,1,0.833333333,1,0.00047137,0.00047137,0.042581878,0
214,0.003000021,0.001999855,0.793103448,0.975837629,20,4,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",278,0.714285714,0.96875,0.8125,0.979381443,0.854166667,0.979381443,0,0,0.058806332,0.00501171
263,0.074666739,0.002333323,0.793103448,0.934457331,20,10,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.927083333,0.833333333,0.93814433,0.8125,0.93814433,0.002356852,0.000942853,0.042581878,0.005214204
266,0.003999949,0.002666712,0.793103448,0.951782646,20,10,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",278,0.775510204,0.96875,0.791666667,0.948453608,0.8125,0.93814433,0,0.00047137,0.01515996,0.012714523
272,0.004333337,0.002666712,0.793103448,1,40,2,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",278,0.714285714,1,0.854166667,1,0.8125,1,0.000471314,0.00047137,0.058806332,0
280,0.00333333,0.002333323,0.793103448,1,40,2,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",278,0.734693878,1,0.8125,1,0.833333333,1,0.00047137,0.000471427,0.042581878,0
304,0.004000028,0.002333403,0.793103448,0.975837629,40,4,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",278,0.714285714,0.96875,0.8125,0.979381443,0.854166667,0.979381443,0.000816535,0.00047137,0.058806332,0.00501171
335,0.070000013,0.002666712,0.793103448,0.94834622,40,8,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.96875,0.833333333,0.93814433,0.8125,0.93814433,0.005354139,0.00047137,0.042581878,0.014427651
349,0.076333284,0.003000021,0.793103448,0.944873998,40,10,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",278,0.755102041,0.958333333,0.833333333,0.93814433,0.791666667,0.93814433,0.00047137,0,0.032007071,0.009517187
353,0.065000057,0.002333323,0.793103448,0.934457331,40,10,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",278,0.734693878,0.927083333,0.833333333,0.93814433,0.8125,0.93814433,0.00804149,0.000471427,0.042581878,0.005214204
356,0.004999955,0.003000021,0.793103448,0.951782646,40,10,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",278,0.775510204,0.96875,0.791666667,0.948453608,0.8125,0.93814433,0.000816535,0,0.01515996,0.012714523
16,0.002999942,0.002000093,0.786206897,0.986146907,5,2,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",309,0.755102041,0.96875,0.8125,0.989690722,0.791666667,1,1.12E-07,0,0.023783889,0.013001528
47,0.052666664,0.002000014,0.786206897,0.965528351,5,6,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",309,0.734693878,0.96875,0.8125,0.979381443,0.8125,0.948453608,0.00124732,1.12E-07,0.036802678,0.012830095
66,0.003000021,0.002000014,0.786206897,0.962127721,5,8,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.979166667,0.833333333,0.969072165,0.8125,0.93814433,0,1.12E-07,0.052077338,0.017452354
72,0.002666553,0.002000014,0.786206897,0.951782646,5,10,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.854166667,0.948453608,0.791666667,0.93814433,0.000471427,1.12E-07,0.057330287,0.012714523
78,0.002999942,0.001999935,0.786206897,0.955219072,5,10,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.8125,0.958762887,0.833333333,0.93814433,1.12E-07,1.12E-07,0.052077338,0.012743514
80,0.003000021,0.001666625,0.786206897,0.941365979,5,10,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",309,0.775510204,0.9375,0.791666667,0.948453608,0.791666667,0.93814433,0,0.000471427,0.007642086,0.005018609
82,0.003000021,0.001999935,0.786206897,0.951675258,5,10,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",309,0.734693878,0.9375,0.8125,0.979381443,0.8125,0.93814433,0,1.12E-07,0.036802678,0.019592998
84,0.003000021,0.002333244,0.786206897,0.955219072,5,10,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.833333333,0.958762887,0.8125,0.93814433,0,0.000471314,0.052077338,0.012743514
106,0.003999949,0.002000093,0.786206897,1,10,2,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",309,0.755102041,1,0.8125,1,0.791666667,1,0,0.000816437,0.023783889,0
156,0.003000021,0.002333403,0.786206897,0.962127721,10,8,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.979166667,0.833333333,0.969072165,0.8125,0.93814433,0,0.00047137,0.052077338,0.017452354
162,0.003000021,0.001999935,0.786206897,0.951782646,10,10,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.854166667,0.948453608,0.791666667,0.93814433,0,1.12E-07,0.057330287,0.012714523
168,0.003000021,0.002333164,0.786206897,0.955219072,10,10,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.8125,0.958762887,0.833333333,0.93814433,0,0.00047137,0.052077338,0.012743514
170,0.00333333,0.001999935,0.786206897,0.941365979,10,10,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",309,0.775510204,0.9375,0.791666667,0.948453608,0.791666667,0.93814433,0.00047137,1.12E-07,0.007642086,0.005018609
